index,text,audio_path,word_count,potential_question,potential_statement,label
1197,french navy five five alfa two roger vacate via golf and contact ground one two one nine good bye,audio_files/audio_1197.wav,19,False,True,
1925,sky travel one zero three nine we request further descend,audio_files/audio_1925.wav,10,True,False,
7337,roger so report when ready to descent,audio_files/audio_7337.wav,7,True,False,
1929,sorry say again,audio_files/audio_1929.wav,3,True,False,
8458,sky travel six six one when ready descend flight level two nine zero,audio_files/audio_8458.wav,13,True,False,
8262,i will,audio_files/audio_8262.wav,2,False,True,
11347,lufthansa seven echo lima contact praha radar one two zero decimal two seven five,audio_files/audio_11347.wav,14,False,True,
5599,lufthansa four mike hotel leaving flight level three two zero descending flight level two five zero,audio_files/audio_5599.wav,16,False,True,
11300,delta india echo mike golf praha radar contact,audio_files/audio_11300.wav,8,False,True,
8713,aero flot one four three now descend four thousand feet qnh one zero one eight and report which speed do you need to reduce,audio_files/audio_8713.wav,24,True,False,
10649,turkish one seven seven zero confirm ready,audio_files/audio_10649.wav,7,True,False,
2426,bye bye,audio_files/audio_2426.wav,2,False,True,
4918,clear to hamburg via venox one bravo departure squawk one four zero four,audio_files/audio_4918.wav,13,False,True,
5985,confirm may we speed up,audio_files/audio_5985.wav,5,True,False,
7882,two nine,audio_files/audio_7882.wav,2,False,True,
10328,lux air eight one mike descend four thousand feet qnh one zero two t,audio_files/audio_10328.wav,14,False,True,
267,hello lufthansa seven eight seven heavy ruzyne tower continue approach,audio_files/audio_267.wav,10,False,True,
2414,lufthansa mike which parking,audio_files/audio_2414.wav,4,True,False,
1814,aero flot two nine nine request flight level three six zero if possible,audio_files/audio_1814.wav,13,True,False,
7406,flight level one six zero no speed li,audio_files/audio_7406.wav,8,False,True,
7018,we re climbing three one zero to point bepas,audio_files/audio_7018.wav,9,False,True,
9813,mike request flight level three,audio_files/audio_9813.wav,5,True,False,
7938,csa seven two seven reduce speed one seven zero knots,audio_files/audio_7938.wav,10,False,True,
6719,praha dynasty eight zero six two request flight level three three zero,audio_files/audio_6719.wav,12,True,False,
3262,austrian three three two papa continue present heading for spacing within present heading austrian three three two p,audio_files/audio_3262.wav,18,False,True,
633,csa nine sev,audio_files/audio_633.wav,3,False,True,
1372,three one clear to land csa five victor pa,audio_files/audio_1372.wav,9,False,True,
5647,turn left and see proceed direct to varik easy eight zero eight uniform,audio_files/audio_5647.wav,13,False,True,
4620,ready confirm descend flight level tw,audio_files/audio_4620.wav,6,True,False,
4141,three three three nine zero,audio_files/audio_4141.wav,5,False,True,
9404,heading to arvek continue present heading vectoring for ils approach runway three one and contact ruzyne radar one one nine decimal zero good bye,audio_files/audio_9404.wav,24,False,True,
10007,tower good day swiss four nine charlie ready one three,audio_files/audio_10007.wav,10,False,True,
5971,csa one eight four praha radar contact climb to flight level three four zero,audio_files/audio_5971.wav,14,False,True,
6472,five four eight two hello radar contact climb to flight level one six zero,audio_files/audio_6472.wav,14,False,True,
2318,praha radar good afternoon reach six eight three level three five zero request descend three one zero,audio_files/audio_2318.wav,17,True,False,
739,oscar kilo charlie alfa papa if able increase speed approaching traffic,audio_files/audio_739.wav,11,False,True,
4968,cleared to land runway three one and please say again the wind,audio_files/audio_4968.wav,12,True,False,
10730,one two four alfa,audio_files/audio_10730.wav,4,False,True,
3748,five one seven five on the squawk etihad zero one eight,audio_files/audio_3748.wav,11,False,True,
7824,lufthansa five five hotel request level three six zero for cruising,audio_files/audio_7824.wav,11,True,False,
1530,hotel bravo charlie golf india taxi to blue station to fuel station approved from blue parking,audio_files/audio_1530.wav,16,False,True,
544,climbing to flight level seven zero oscar kilo tango uniform romeo,audio_files/audio_544.wav,11,False,True,
11211,csa eight nine four runway three one cleared for takeoff wind two one zero degrees four knots,audio_files/audio_11211.wav,17,False,True,
6952,nav checker five one one roger what is next profile,audio_files/audio_6952.wav,10,True,False,
6332,dagobert one five five three to confirm on taxiway echo hold short runway one zero,audio_files/audio_6332.wav,15,True,False,
1399,cleared for takeoff runway one three bline one six one golf bye bye,audio_files/audio_1399.wav,13,False,True,
7415,three four nine two five three eight zero eight bye bye,audio_files/audio_7415.wav,11,False,True,
3454,climbing three four zero inbound agnav,audio_files/audio_3454.wav,6,False,True,
1339,lufthansa four tango papa reduce speed two two zero knots,audio_files/audio_1339.wav,10,False,True,
4378,papa lima one two one nine csa five,audio_files/audio_4378.wav,8,False,True,
5644,finn air five delta lima vacated own discretion wind one four zero degrees five knots runway one four cleared to land,audio_files/audio_5644.wav,21,False,True,
10781,ruzyne tower good evening aero flot one four three ils established runway one three aero flot one four three good evening continue approach,audio_files/audio_10781.wav,23,False,True,
7075,jade cargo seven four four three praha hello radar contact climb to flight level three three zero and confirm requested cruising level,audio_files/audio_7075.wav,22,True,False,
644,praha good day air berlin two three eight sierra level tr,audio_files/audio_644.wav,11,False,True,
1644,break break mosquito one five bravo two five zero degrees one zero knots runway two five cleared to land,audio_files/audio_1644.wav,19,False,True,
1629,praha condor zero four two we request level three five zero,audio_files/audio_1629.wav,11,True,False,
3013,confirm it was lufthansa six kilo yankee,audio_files/audio_3013.wav,7,True,False,
5957,sudanair eight five zero zero confirm established,audio_files/audio_5957.wav,7,True,False,
689,eurostar seven zero papa request level three four zero,audio_files/audio_689.wav,9,True,False,
2003,can you say again,audio_files/audio_2003.wav,4,True,False,
1306,aero flot one four four tower call me when ready call me when call you when ready aero flot one,audio_files/audio_1306.wav,20,True,False,
6497,lot three delta victor praha hello radar contact confirm requested cruising level three seven zero,audio_files/audio_6497.wav,15,True,False,
3312,one zero two one,audio_files/audio_3312.wav,4,False,True,
7447,would you say again please hotel foxtrot hotel,audio_files/audio_7447.wav,8,True,False,
3345,oman air one zero two squawking one four five zero,audio_files/audio_3345.wav,10,False,True,
7353,german wings one four one one three two one five five,audio_files/audio_7353.wav,11,False,True,
1939,radar jobair zero seven two descending flight level,audio_files/audio_1939.wav,8,False,True,
6429,lufthansa seven juliett alfa request level three three zero as final,audio_files/audio_6429.wav,11,True,False,
1824,left three four zero cleared ils three one qality eight,audio_files/audio_1824.wav,10,False,True,
8544,lufthansa two five three four confirm requested cruising level,audio_files/audio_8544.wav,9,True,False,
417,head zero eight zero easy nine charlie lima,audio_files/audio_417.wav,8,False,True,
4228,left or right please confirm aero flot two seven nine,audio_files/audio_4228.wav,10,True,False,
8342,csa five four five to the right heading two zero zero,audio_files/audio_8342.wav,11,False,True,
11642,good evening easy eight three whiskey golf ruzyne tower runway one three cleared to la,audio_files/audio_11642.wav,15,False,True,
2529,praha radar csa nine one seven passing level three six four and descend,audio_files/audio_2529.wav,13,False,True,
3318,praha radar euro trans six zero one one inbound to omelo climbing flight level two nine zero,audio_files/audio_3318.wav,17,False,True,
8275,confirm qnh one zero one nine,audio_files/audio_8275.wav,6,True,False,
10823,descend flight level one hundred csa,audio_files/audio_10823.wav,6,False,True,
1779,tower wizziar five five six stand five two request taxi,audio_files/audio_1779.wav,10,True,False,
11110,singapoore two six praha good morning radar contact descend flight level three zero zero reach level by rapet,audio_files/audio_11110.wav,18,False,True,
4938,via runway two two lining up and wait runway three one swiss four seven three charlie,audio_files/audio_4938.wav,16,False,True,
5916,set heading zero five zero for radar vectoring,audio_files/audio_5916.wav,8,False,True,
7868,yeah we had hoped for three six zero but it s occupied so we take we maintain three fo,audio_files/audio_7868.wav,19,False,True,
7813,up runway one three csa seven two,audio_files/audio_7813.wav,7,False,True,
11041,two nine zero air malta five three eight,audio_files/audio_11041.wav,8,False,True,
7411,direct to oscar kilo golf and climb three four zero ryan air two xray fo,audio_files/audio_7411.wav,15,False,True,
7998,afternoon wizz air four november mike praha radar contact climb flight level three four zero and confirm three four zero final level,audio_files/audio_7998.wav,22,True,False,
11730,csa eight zero three descend flight level one eight zero,audio_files/audio_11730.wav,10,False,True,
8365,descend flight level two nine zero csa three sierra lima may we descend when ready,audio_files/audio_8365.wav,15,True,False,
8307,and austrian seven one requesting flight level three four zero please roger,audio_files/audio_8307.wav,12,True,False,
10028,i m sorry say again lufthansa four papa juliett any chance inbound akudi alfa kilo uniform delta india,audio_files/audio_10028.wav,18,True,False,
11781,lufthansa nine kilo yankee righ,audio_files/audio_11781.wav,5,False,True,
2893,request descend easy,audio_files/audio_2893.wav,3,True,False,
6971,ready for gust,audio_files/audio_6971.wav,3,False,True,
1236,flight level one four zero inbound,audio_files/audio_1236.wav,6,False,True,
10120,lufthansa two uniform xray confirm established,audio_files/audio_10120.wav,6,True,False,
6664,minimum clean one three zero and holding over which point,audio_files/audio_6664.wav,10,True,False,
6900,klm one three seven four request,audio_files/audio_6900.wav,6,True,False,
515,csa two mike zulu contact radar one two zero decimal two seven five,audio_files/audio_515.wav,13,False,True,
5560,swiss four nine eight yankee continue descend flight level seven zero seven zero,audio_files/audio_5560.wav,13,False,True,
4313,aero flot one four three maintain flight level one hundred speed two nine zero roger maintain next descend in about one and half minutes,audio_files/audio_4313.wav,24,False,True,
3856,hate to call the most so standby second,audio_files/audio_3856.wav,8,False,True,
10522,lot three six two praha radar contact climb flight level three one zero and confirm requested cruising level,audio_files/audio_10522.wav,18,True,False,
1003,wilco austrian seven o,audio_files/audio_1003.wav,4,False,True,
3712,praha radar gulf air zero zero six flight level three nine zero gulf air zero zero six praha hello radar contact,audio_files/audio_3712.wav,21,False,True,
3500,climbing three four zero requesting four hundred air berlin three four six one three roger,audio_files/audio_3500.wav,15,True,False,
9896,just confirm we the flight plan now,audio_files/audio_9896.wav,7,True,False,
10136,prague control from bline two lima kilo what s your,audio_files/audio_10136.wav,10,True,False,
8793,praha good morning november romeo oscar nine six nine one waiting for three four zero,audio_files/audio_8793.wav,15,False,True,
548,lufthansa seven one eight hello radar contact,audio_files/audio_548.wav,7,False,True,
3897,ruzyne tower csa nine two two on lima ready for departure,audio_files/audio_3897.wav,11,False,True,
2266,one two one nine lufthansa five mike echo bye bye,audio_files/audio_2266.wav,10,False,True,
3216,air france two four eight two runway one three cleared to land wind zero six zero seven knots,audio_files/audio_3216.wav,18,False,True,
5570,singapoor two five request,audio_files/audio_5570.wav,4,True,False,
5821,affirm request flight level three seven zero final csa four two zero,audio_files/audio_5821.wav,12,True,False,
11511,air berlin eight seven victor request,audio_files/audio_11511.wav,6,True,False,
8848,sky travel one two zero zero what s your requested final level,audio_files/audio_8848.wav,12,True,False,
5696,roger expect vectors for short approach and what s about visual approach,audio_files/audio_5696.wav,12,True,False,
6825,heading zero six zero no speed restriction zero hotel,audio_files/audio_6825.wav,9,False,True,
2082,confirm one six zero csa seven two six,audio_files/audio_2082.wav,8,True,False,
880,aero flot one two one please confirm we are cleared to descend flight level two nine zero,audio_files/audio_880.wav,17,True,False,
7452,praha controle one three four five nine zero cathay zero six eight,audio_files/audio_7452.wav,12,False,True,
11514,hello reporting delta papa ready,audio_files/audio_11514.wav,5,False,True,
8057,lufthansa seven eight two contact warsaw one three four decimal nine two five,audio_files/audio_8057.wav,13,False,True,
6608,euro trans,audio_files/audio_6608.wav,2,False,True,
6612,descending flight level one three zero,audio_files/audio_6612.wav,6,False,True,
4585,via delta line up zero four call you when ready november four nine xray lima,audio_files/audio_4585.wav,15,True,False,
8109,praha good morning lufthansa seven seven three passing three six six descending three five zero,audio_files/audio_8109.wav,15,False,True,
1986,three thousand,audio_files/audio_1986.wav,2,False,True,
7736,ok six zero five five direct thank you,audio_files/audio_7736.wav,8,False,True,
1846,prague aero flot one two four is possible request climb flight level three five zero,audio_files/audio_1846.wav,15,True,False,
3802,lufthansa two alfa charlie when ready descend flight level three zero zero to reach by rapet,audio_files/audio_3802.wav,16,True,False,
5344,oscar kilo lima ifr flight plan cancelled time two seven,audio_files/audio_5344.wav,10,False,True,
9654,yeah cross rape,audio_files/audio_9654.wav,3,False,True,
10140,kilo yankee one three two one five five bye bye,audio_files/audio_10140.wav,10,False,True,
8832,copy and when possible request climb flight level three five zero catha,audio_files/audio_8832.wav,12,True,False,
11009,hello wizz air five five seven ruzyne tower continue approach number two,audio_files/audio_11009.wav,12,False,True,
6610,sky travel one one nine two request ta,audio_files/audio_6610.wav,8,True,False,
11020,aerosvit two zero nine no speed limit,audio_files/audio_11020.wav,7,False,True,
3586,air berlin three six zero five descend flight level two nine zero rate one thousand five hundred feet per minute or greater,audio_files/audio_3586.wav,22,False,True,
8217,sky travel one zero six one confirm,audio_files/audio_8217.wav,7,True,False,
2377,eight zero eight uniform baltu two hotel departure climbing five thousand passing three thousand four hundred,audio_files/audio_2377.wav,16,False,True,
10752,climb flight level three three zero climb flight level t,audio_files/audio_10752.wav,10,False,True,
1483,calibra four zero turn left heading three four zero cleared ils approach runway three one report when established left three four zero cleared,audio_files/audio_1483.wav,23,True,False,
11558,clear to land on,audio_files/audio_11558.wav,4,False,True,
109,we will taxi to sector blue when ready hotel charlie november,audio_files/audio_109.wav,11,True,False,
3647,one one nine decimal zero c,audio_files/audio_3647.wav,6,False,True,
9806,if necessary what is your prefered odd level,audio_files/audio_9806.wav,8,True,False,
3739,austrian seven zero three descend to flight level eight zero descending flight level eight zero austrian seven zero three,audio_files/audio_3739.wav,19,False,True,
8325,two eight zero degrees one one knots maximum one eight minimum six knots,audio_files/audio_8325.wav,13,False,True,
9522,say again for two six nine six,audio_files/audio_9522.wav,7,True,False,
2079,grossjet seven whiskey speed two fifty or less descend flight level one one zero,audio_files/audio_2079.wav,14,False,True,
4821,line up three one austrian,audio_files/audio_4821.wav,5,False,True,
6919,aero flot one two tw,audio_files/audio_6919.wav,5,False,True,
957,aero flot one five zero please confirm we are cleared to line up via romeo,audio_files/audio_957.wav,15,True,False,
911,praha lot three two nine request,audio_files/audio_911.wav,6,True,False,
6225,and requesting flight level three six zero wizz air four papa romeo roger thank you,audio_files/audio_6225.wav,15,True,False,
1866,v tango charlie alfa papa line up runway three one,audio_files/audio_1866.wav,10,False,True,
5230,confirm two zero mike sierra four,audio_files/audio_5230.wav,6,True,False,
8882,csa nine two two report requested flight level,audio_files/audio_8882.wav,8,True,False,
157,roger when vacated runway con,audio_files/audio_157.wav,5,True,False,
5629,csa eight zero three when ready descend flight level two nine zero leaving now,audio_files/audio_5629.wav,14,True,False,
251,climbing flight level one six zero csa nine two delta,audio_files/audio_251.wav,10,False,True,
5434,csa one nine six two line up runway three one,audio_files/audio_5434.wav,10,False,True,
8249,rect report when ready for ta,audio_files/audio_8249.wav,6,True,False,
2884,praha radar qatari six zero five five request go ahead fl three four zero for qatari six zero five five,audio_files/audio_2884.wav,20,True,False,
3300,nor shuttle one five one four turn right heading two one zero,audio_files/audio_3300.wav,12,False,True,
2070,say again please you should expect level two one zero by lagar,audio_files/audio_2070.wav,12,True,False,
2288,continue climb three two zero requesting three six zero ryan air two xray fox,audio_files/audio_2288.wav,14,True,False,
7649,csa eight zero five when ready descend flight level two nine zero,audio_files/audio_7649.wav,12,True,False,
2215,nine four request direct,audio_files/audio_2215.wav,4,True,False,
2616,channex eight seven papa romeo runway one three clear to land wind zero two zero degrees five knots,audio_files/audio_2616.wav,18,False,True,
51,three four two six joining right hand downwind runway two five grass,audio_files/audio_51.wav,12,False,True,
429,seven nine hotel praha yeah seven nine hotel we got a radio no reply on one two seven four two five,audio_files/audio_429.wav,21,False,True,
11165,two five lufthansa two five two eight one three four seven eight five confirm,audio_files/audio_11165.wav,14,True,False,
8588,csa eight nine delta sierra when ready descend to flight level one one zero,audio_files/audio_8588.wav,14,True,False,
9243,one three four five nine zero germania eight nine seven zero by,audio_files/audio_9243.wav,12,False,True,
7844,right heading two eight zero cleared ils approach runway three one report localizer established,audio_files/audio_7844.wav,14,False,True,
9286,on the localizer eight eight echo november,audio_files/audio_9286.wav,7,False,True,
205,csa four two zero what level you expect overhead,audio_files/audio_205.wav,9,True,False,
7528,romeo golf expect three nine miles to touchdown,audio_files/audio_7528.wav,8,False,True,
7016,arvek wi,audio_files/audio_7016.wav,2,False,True,
2653,vitavia five seven two direct to polom when ready descend to flight level one three zero,audio_files/audio_2653.wav,16,True,False,
7144,report requested flight level,audio_files/audio_7144.wav,4,True,False,
9925,easy two four seven foxtrot report requested flight level,audio_files/audio_9925.wav,9,True,False,
513,euro wings seven alfa bravo turn right heading two one zero cleared ils approach runway two four report established,audio_files/audio_513.wav,19,False,True,
5473,csa one nine six three,audio_files/audio_5473.wav,5,False,True,
10579,croatia nine five foxtrot requesting flight level three six zero,audio_files/audio_10579.wav,10,True,False,
8427,delta charlie bravo alfa yankee contact wien one three one decimal three five zero good bye,audio_files/audio_8427.wav,16,False,True,
10622,say again,audio_files/audio_10622.wav,2,True,False,
8071,praha ryan air six one kilo xray lima xray descending three five zero,audio_files/audio_8071.wav,13,False,True,
3010,charlie zulu direction montana confirm,audio_files/audio_3010.wav,5,True,False,
4693,e two seven eigh,audio_files/audio_4693.wav,4,False,True,
6629,nd one four bravo kilo qnh one zero two two request,audio_files/audio_6629.wav,11,True,False,
6992,asiana seven seven six go ahead,audio_files/audio_6992.wav,6,False,True,
306,speed bird eight six zero turn left heading three three zero cleared ils three one report when established,audio_files/audio_306.wav,18,True,False,
5421,sorry station calling say again,audio_files/audio_5421.wav,5,True,False,
4592,three five good bye,audio_files/audio_4592.wav,4,False,True,
2169,information november and is our victor lima rr mike one romeo for three one confirm affirmative,audio_files/audio_2169.wav,16,True,False,
5526,csa nine seven four ruzyne tower roger line up runway one three,audio_files/audio_5526.wav,12,False,True,
6070,on baltu,audio_files/audio_6070.wav,2,False,True,
8998,praha radar hello klm one eight four six is climbing flight level two eight zero passing two five zero,audio_files/audio_8998.wav,19,False,True,
6364,alright say again altitude,audio_files/audio_6364.wav,4,True,False,
7705,and level is two eight zero confirm,audio_files/audio_7705.wav,7,True,False,
5761,gosek say again please,audio_files/audio_5761.wav,4,True,False,
10083,one six right cleared to land jet ex seven four three four,audio_files/audio_10083.wav,12,False,True,
9989,when ready descend flight level one five zero contract two romeo golf,audio_files/audio_9989.wav,12,True,False,
3628,praha good afternoon lufthansa seven one five heavy at level three four zero,audio_files/audio_3628.wav,13,False,True,
6189,hotel oscar yankee request orbit to the right for spacing,audio_files/audio_6189.wav,10,True,False,
3435,one two seven decimal one two five csa eight zero five,audio_files/audio_3435.wav,11,False,True,
10610,wizz air four yankee victor climb flight level three six zero,audio_files/audio_10610.wav,11,False,True,
5842,eight hotel charlie established ils one three,audio_files/audio_5842.wav,7,False,True,
10609,csa six eight nine contact ruzyne radar one one nine zero,audio_files/audio_10609.wav,11,False,True,
6544,one eight line up run,audio_files/audio_6544.wav,5,False,True,
10116,lufthansa five mike echo sorry say again,audio_files/audio_10116.wav,7,True,False,
3179,cend expect netir at flight level two three zero,audio_files/audio_3179.wav,9,False,True,
11639,lufthansa nine kilo yankee descend flight level one zero zero,audio_files/audio_11639.wav,10,False,True,
1203,lufthansa eight hotel h climb flight level three hundred,audio_files/audio_1203.wav,9,False,True,
262,speed one eight zero knots and request de,audio_files/audio_262.wav,8,True,False,
4182,majesty one three one hello radar contact climb flight level three four zero and confirm requested cruising level,audio_files/audio_4182.wav,18,True,False,
186,austrian one two eight xray contact vienna one three one decimal three five zero,audio_files/audio_186.wav,14,False,True,
1971,swiss one two four alfa contact ground one two one nine bye bye bye swiss one two four alfa,audio_files/audio_1971.wav,19,False,True,
9846,lufthansa six three uniform contact vienna one three one decimal three five five,audio_files/audio_9846.wav,13,False,True,
11247,lufthansa six kilo yankee climb flight level three two zero,audio_files/audio_11247.wav,10,False,True,
340,thank you man,audio_files/audio_340.wav,3,False,True,
1381,csa eight eight one do you have any time for us,audio_files/audio_1381.wav,11,False,True,
8921,praha tarom three zero two request final level three three zero,audio_files/audio_8921.wav,11,True,False,
2532,two six nine six sierra,audio_files/audio_2532.wav,5,False,True,
10156,hotel charlie papa below flight level one hundred,audio_files/audio_10156.wav,8,False,True,
666,lufthansa eight lima l line up runway three one be ready for immediate departure,audio_files/audio_666.wav,14,False,True,
3347,csa eight two zero three radar radar contact descend flight level one eight zero,audio_files/audio_3347.wav,14,False,True,
552,two five zero,audio_files/audio_552.wav,3,False,True,
7704,bee line nine hotel kilo contact vienna one three one decimal three five zero good bye one three one decimal three five zero bee line nine h,audio_files/audio_7704.wav,27,False,True,
8497,speed jobair zero eight,audio_files/audio_8497.wav,4,False,True,
2268,ect to oscar kilo golf thanks swiss four nine nine charlie,audio_files/audio_2268.wav,11,False,True,
4010,one three two decimal three five five csa four two zero,audio_files/audio_4010.wav,11,False,True,
6202,air berlin three one two charlie praha hello radar contact climb to flight level three four zero and confirm requested cruising level,audio_files/audio_6202.wav,22,True,False,
9834,confirm established yes fully,audio_files/audio_9834.wav,4,True,False,
